console,company,game,userscore,fecha,ano,mes
PS3,Sony,Scarygirl,6.0,2012-01-24,2012,1
PS3,Sony,Zack Zero,6.5,2012-01-17,2012,1
PS3,Sony,NeverDead,4.9,2012-01-31,2012,1
PS3,Sony,AMY,2.9,2012-01-17,2012,1
X360,Microsoft,Quarrel,8.1,2012-01-25,2012,1
X360,Microsoft,Final Fantasy XIII-2,6.3,2012-01-31,2012,1
X360,Microsoft,NFL Blitz,6.3,2012-01-04,2012,1
X360,Microsoft,SoulCalibur V,6.3,2012-01-31,2012,1
X360,Microsoft,Haunt,8.1,2012-01-18,2012,1
X360,Microsoft,Puddle,6.9,2012-01-25,2012,1
X360,Microsoft,Choplifter HD,3.1,2012-01-11,2012,1
X360,Microsoft,Scarygirl,7.3,2012-01-18,2012,1
X360,Microsoft,NeverDead,5.6,2012-01-31,2012,1
X360,Microsoft,Saints Row: The Third - Genki Bowl VII,5.6,2012-01-17,2012,1
X360,Microsoft,AMY,3.9,2012-01-11,2012,1
PC,PC,Dustforce,7.7,2012-01-17,2012,1
PC,PC,Unstoppable Gorg,6.7,2012-01-19,2012,1
PC,PC,King Arthur II: The Role-Playing Wargame,6.6,2012-01-27,2012,1
PC,PC,Choplifter HD,6.6,2012-01-11,2012,1
PC,PC,SOL: Exodus,6.9,2012-01-25,2012,1
PC,PC,Law & Order: Legacies,7.5,2012-01-24,2012,1
3DS,Nintendo,Mutant Mudds,6.7,2012-01-26,2012,1
3DS,Nintendo,ZEN Pinball 3D,7.7,2012-01-12,2012,1
PS3,Sony,UFC Undisputed 3,7.3,2012-02-14,2012,2
PS3,Sony,SSX,6.8,2012-02-28,2012,2
PS3,Sony,Jak and Daxter Collection,8.4,2012-02-07,2012,2
PS3,Sony,Kingdoms of Amalur: Reckoning,7.7,2012-02-07,2012,2
PS3,Sony,The Darkness II,7.7,2012-02-07,2012,2
PS3,Sony,Shank 2,6.2,2012-02-07,2012,2
PS3,Sony,Twisted Metal,7.8,2012-02-14,2012,2
PS3,Sony,Syndicate,6.5,2012-02-21,2012,2
PS3,Sony,Grand Slam Tennis 2,5.4,2012-02-14,2012,2
PS3,Sony,Gotham City Impostors,7.0,2012-02-07,2012,2
PS3,Sony,Binary Domain,8.2,2012-02-28,2012,2
PS3,Sony,Asura's Wrath,7.4,2012-02-21,2012,2
PS3,Sony,The Simpsons Arcade Game,5.4,2012-02-07,2012,2
PS3,Sony,The House of the Dead III,6.8,2012-02-14,2012,2
PS3,Sony,Hyperdimension Neptunia mk2,7.5,2012-02-28,2012,2
X360,Microsoft,UFC Undisputed 3,7.6,2012-02-14,2012,2
X360,Microsoft,SSX,6.4,2012-02-28,2012,2
X360,Microsoft,The Darkness II,7.5,2012-02-07,2012,2
X360,Microsoft,Double Fine Happy Action Theater,6.2,2012-02-01,2012,2
X360,Microsoft,Kingdoms of Amalur: Reckoning,7.8,2012-02-07,2012,2
X360,Microsoft,Shank 2,6.3,2012-02-08,2012,2
X360,Microsoft,Alan Wake's American Nightmare,7.8,2012-02-22,2012,2
X360,Microsoft,Binary Domain,8.1,2012-02-28,2012,2
X360,Microsoft,Syndicate,7.2,2012-02-21,2012,2
X360,Microsoft,Zumba Fitness Rush,6.2,2012-02-13,2012,2
X360,Microsoft,Warp,7.4,2012-02-15,2012,2
X360,Microsoft,Grand Slam Tennis 2,5.3,2012-02-14,2012,2
X360,Microsoft,Gotham City Impostors,7.0,2012-02-08,2012,2
X360,Microsoft,Asura's Wrath,6.6,2012-02-21,2012,2
X360,Microsoft,The Simpsons Arcade Game,7.1,2012-02-03,2012,2
X360,Microsoft,Nexuiz,6.1,2012-02-29,2012,2
X360,Microsoft,Dead Island: Ryder White,6.2,2012-02-01,2012,2
PC,PC,Alan Wake,8.0,2012-02-16,2012,2
PC,PC,Crusader Kings II,8.8,2012-02-14,2012,2
PC,PC,Kingdoms of Amalur: Reckoning,6.6,2012-02-07,2012,2
PC,PC,Wargame: European Escalation,8.1,2012-02-22,2012,2
PC,PC,The Darkness II,7.6,2012-02-06,2012,2
PC,PC,Dear Esther,6.5,2012-02-14,2012,2
PC,PC,Shank 2,6.4,2012-02-07,2012,2
PC,PC,Syndicate 2012,5.9,2012-02-21,2012,2
PC,PC,Hatoful Boyfriend,7.3,2012-02-15,2012,2
PC,PC,Gotham City Impostors,6.6,2012-02-07,2012,2
PC,PC,Microsoft Flight,3.6,2012-02-29,2012,2
PC,PC,Pineapple Smash Crew,7.5,2012-02-02,2012,2
PC,PC,Jagged Alliance: Back in Action,5.5,2012-02-08,2012,2
PC,PC,Da New Guys: Day of the Jackass,6.8,2012-02-29,2012,2
PC,PC,Cannon Fodder 3,5.7,2012-02-09,2012,2
PC,PC,Fray,2.4,2012-02-08,2012,2
3DS,Nintendo,Resident Evil: Revelations,8.4,2012-02-07,2012,2
3DS,Nintendo,Metal Gear Solid: Snake Eater 3D,7.8,2012-02-21,2012,2
3DS,Nintendo,Tales of the Abyss,7.8,2012-02-14,2012,2
3DS,Nintendo,Sakura Samurai: Art of the Sword,7.3,2012-02-02,2012,2
3DS,Nintendo,Pro Evolution Soccer 2012 3D,7.6,2012-02-01,2012,2
3DS,Nintendo,Mario & Sonic at the London 2012 Olympic Games,6.2,2012-02-14,2012,2
3DS,Nintendo,Dillon's Rolling Western,7.5,2012-02-22,2012,2
3DS,Nintendo,Tekken 3D Prime Edition,5.9,2012-02-14,2012,2
3DS,Nintendo,One Piece: Unlimited Cruise SP,7.0,2012-02-10,2012,2
VITA,Sony,Rayman Origins,8.4,2012-02-15,2012,2
VITA,Sony,Tales From Space: Mutant Blobs Attack,8.3,2012-02-21,2012,2
VITA,Sony,Lumines: Electronic Symphony,7.9,2012-02-15,2012,2
VITA,Sony,BlazBlue: Continuum Shift Extend,7.5,2012-02-14,2012,2
VITA,Sony,Super Stardust Delta,8.0,2012-02-14,2012,2
VITA,Sony,Uncharted: Golden Abyss,7.5,2012-02-15,2012,2
VITA,Sony,Ultimate Marvel vs. Capcom 3,7.8,2012-02-15,2012,2
VITA,Sony,FIFA Soccer,7.1,2012-02-15,2012,2
VITA,Sony,Wipeout 2048,8.2,2012-02-15,2012,2
VITA,Sony,Virtua Tennis 4: World Tour Edition,7.9,2012-02-15,2012,2
VITA,Sony,Plants vs. Zombies,7.7,2012-02-21,2012,2
VITA,Sony,Hot Shots Golf: World Invitational,8.0,2012-02-07,2012,2
VITA,Sony,Hustle Kings,7.4,2012-02-21,2012,2
VITA,Sony,Ninja Gaiden Sigma Plus,7.2,2012-02-21,2012,2
VITA,Sony,Escape Plan,7.3,2012-02-14,2012,2
VITA,Sony,Touch My Katamari,7.4,2012-02-21,2012,2
VITA,Sony,Dynasty Warriors Next,7.5,2012-02-21,2012,2
VITA,Sony,F1 2011,6.5,2012-02-15,2012,2
VITA,Sony,ModNation Racers: Road Trip,6.4,2012-02-07,2012,2
VITA,Sony,StarDrone Extreme,4.0,2012-02-22,2012,2
VITA,Sony,Michael Jackson The Experience HD,5.8,2012-02-15,2012,2
VITA,Sony,Army Corps of Hell,6.6,2012-02-21,2012,2
VITA,Sony,Little Deviants,5.5,2012-02-15,2012,2
VITA,Sony,Shinobido 2: Revenge of Zen,6.5,2012-02-21,2012,2
VITA,Sony,Dungeon Hunter: Alliance,6.4,2012-02-15,2012,2
VITA,Sony,Asphalt: Injection,5.0,2012-02-15,2012,2
WII,Nintendo,Rhythm Heaven Fever,8.8,2012-02-13,2012,2
WII,Nintendo,PokePark 2: Wonders Beyond,7.2,2012-02-27,2012,2
DS,Nintendo,Shin Megami Tensei: Devil Survivor 2,3.8,2012-02-28,2012,2
PS3,Sony,Mass Effect 3,5.6,2012-03-05,2012,3
PS3,Sony,Journey,8.8,2012-03-13,2012,3
PS3,Sony,MLB 12: The Show,7.5,2012-03-06,2012,3
PS3,Sony,Street Fighter X Tekken,5.4,2012-03-06,2012,3
PS3,Sony,Closure,7.0,2012-03-27,2012,3
PS3,Sony,Warp,7.3,2012-03-13,2012,3
PS3,Sony,Tales of Graces f,8.3,2012-03-13,2012,3
PS3,Sony,FIFA Street,6.4,2012-03-13,2012,3
PS3,Sony,Tiger Woods PGA Tour 13,5.7,2012-03-27,2012,3
PS3,Sony,Naruto Shippuden: Ultimate Ninja Storm Generations,7.1,2012-03-13,2012,3
PS3,Sony,Devil May Cry HD Collection,8.6,2012-03-29,2012,3
PS3,Sony,Birds of Steel,8.0,2012-03-13,2012,3
PS3,Sony,Ridge Racer Unbounded,6.0,2012-03-27,2012,3
PS3,Sony,Rayman 3 HD,6.4,2012-03-20,2012,3
PS3,Sony,Warriors Orochi 3,7.9,2012-03-20,2012,3
PS3,Sony,Silent Hill HD Collection,4.7,2012-03-20,2012,3
PS3,Sony,Major League Baseball 2K12,4.4,2012-03-06,2012,3
PS3,Sony,Armored Core V,7.2,2012-03-20,2012,3
PS3,Sony,Silent Hill: Downpour,7.0,2012-03-13,2012,3
PS3,Sony,Yakuza: Dead Souls,7.5,2012-03-13,2012,3
PS3,Sony,Saint Seiya: Sanctuary Battle,7.6,2012-03-16,2012,3
PS3,Sony,Ninja Gaiden 3,4.9,2012-03-20,2012,3
PS3,Sony,Blades of Time,7.1,2012-03-06,2012,3
PS3,Sony,Resident Evil: Operation Raccoon City,4.8,2012-03-20,2012,3
X360,Microsoft,Mass Effect 3,5.9,2012-03-06,2012,3
X360,Microsoft,Street Fighter X Tekken,4.4,2012-03-06,2012,3
X360,Microsoft,Sine Mora,7.3,2012-03-21,2012,3
X360,Microsoft,Kingdoms of Amalur: Reckoning - The Legend of Dead Kel,7.8,2012-03-20,2012,3
X360,Microsoft,Devil May Cry HD Collection,8.5,2012-03-29,2012,3
X360,Microsoft,Birds of Steel,8.5,2012-03-13,2012,3
X360,Microsoft,FIFA Street,6.7,2012-03-13,2012,3
X360,Microsoft,Tiger Woods PGA Tour 13,5.6,2012-03-27,2012,3
X360,Microsoft,Naruto Shippuden: Ultimate Ninja Storm Generations,7.2,2012-03-13,2012,3
X360,Microsoft,Warriors Orochi 3,8.1,2012-03-27,2012,3
X360,Microsoft,Ridge Racer Unbounded,7.6,2012-03-27,2012,3
X360,Microsoft,Rayman 3 HD,7.2,2012-03-21,2012,3
X360,Microsoft,I Am Alive,6.3,2012-03-07,2012,3
X360,Microsoft,Silent Hill HD Collection,5.6,2012-03-20,2012,3
X360,Microsoft,Silent Hill: Downpour,7.3,2012-03-13,2012,3
X360,Microsoft,Kinect Rush: A Disney-Pixar Adventure,5.1,2012-03-20,2012,3
X360,Microsoft,Major League Baseball 2K12,6.4,2012-03-06,2012,3
X360,Microsoft,Armored Core V,7.2,2012-03-20,2012,3
X360,Microsoft,Shoot Many Robots,7.0,2012-03-14,2012,3
X360,Microsoft,Capcom Digital Collection,5.3,2012-03-27,2012,3
X360,Microsoft,Mass Effect 3: From Ashes,3.7,2012-03-06,2012,3
X360,Microsoft,Ninja Gaiden 3,4.4,2012-03-20,2012,3
X360,Microsoft,Wrecked: Revenge Revisited,5.5,2012-03-28,2012,3
X360,Microsoft,Top Gun: Hard Lock,3.5,2012-03-06,2012,3
X360,Microsoft,South Park: Tenorman's Revenge,7.5,2012-03-30,2012,3
X360,Microsoft,Blades of Time,6.6,2012-03-06,2012,3
X360,Microsoft,Resident Evil: Operation Raccoon City,4.9,2012-03-20,2012,3
X360,Microsoft,Defenders of Ardania,7.7,2012-03-14,2012,3
PC,PC,Mass Effect 3,5.7,2012-03-06,2012,3
PC,PC,Total War: Shogun 2 - Fall of the Samurai,8.5,2012-03-22,2012,3
PC,PC,Rayman Origins,8.4,2012-03-29,2012,3
PC,PC,Vessel,7.7,2012-03-01,2012,3
PC,PC,Waveform,7.5,2012-03-20,2012,3
PC,PC,Stacking,7.7,2012-03-06,2012,3
PC,PC,Tropico 4: Modern Times,7.7,2012-03-29,2012,3
PC,PC,Warp,5.8,2012-03-13,2012,3
PC,PC,Ys: The Oath in Felghana,7.9,2012-03-19,2012,3
PC,PC,Ridge Racer Unbounded,6.2,2012-03-29,2012,3
PC,PC,The Sims 3: Showtime,5.3,2012-03-06,2012,3
PC,PC,Yesterday,6.9,2012-03-22,2012,3
PC,PC,Defenders of Ardania,4.6,2012-03-14,2012,3
3DS,Nintendo,Kid Icarus: Uprising,8.8,2012-03-23,2012,3
3DS,Nintendo,3D Classics: Kid Icarus,7.3,2012-03-23,2012,3
3DS,Nintendo,CRUSH3D,7.4,2012-03-06,2012,3
3DS,Nintendo,Fun! Fun! Minigolf TOUCH!,7.7,2012-03-08,2012,3
VITA,Sony,MotorStorm RC,6.8,2012-03-06,2012,3
VITA,Sony,MLB 12: The Show,7.8,2012-03-06,2012,3
VITA,Sony,Unit 13,7.1,2012-03-06,2012,3
VITA,Sony,LEGO Harry Potter: Years 5-7,6.8,2012-03-06,2012,3
VITA,Sony,Sumioni: Demon Arts,5.8,2012-03-20,2012,3
VITA,Sony,Reality Fighters,3.8,2012-03-13,2012,3
VITA,Sony,Ridge Racer,3.7,2012-03-13,2012,3
WII,Nintendo,Mario Party 9,6.8,2012-03-11,2012,3
DS,Nintendo,Inazuma Eleven 2: Firestorm,8.1,2012-03-16,2012,3
DS,Nintendo,Inazuma Eleven 2: Blizzard,8.1,2012-03-16,2012,3
PS3,Sony,The Walking Dead: Episode 1 - A New Day,8.2,2012-04-24,2012,4
PS3,Sony,Skullgirls,7.1,2012-04-10,2012,4
PS3,Sony,Prototype 2,6.8,2012-04-24,2012,4
PS3,Sony,I Am Alive,6.3,2012-04-03,2012,4
PS3,Sony,The House of the Dead 4,7.8,2012-04-17,2012,4
PS3,Sony,UEFA Euro 2012,2.3,2012-04-24,2012,4
PS3,Sony,World Gone Sour,6.8,2012-04-10,2012,4
PS3,Sony,Wheels of Destruction: World Tour,4.3,2012-04-03,2012,4
X360,Microsoft,The Walking Dead: A Telltale Games Series,8.6,2012-04-27,2012,4
X360,Microsoft,Trials Evolution,8.0,2012-04-18,2012,4
X360,Microsoft,Fez,6.2,2012-04-13,2012,4
X360,Microsoft,The Witcher 2: Assassins of Kings,8.3,2012-04-17,2012,4
X360,Microsoft,The Pinball Arcade,6.8,2012-04-04,2012,4
X360,Microsoft,The Walking Dead: Episode 1 - A New Day,8.0,2012-04-27,2012,4
X360,Microsoft,Anomaly: Warzone Earth,6.1,2012-04-06,2012,4
X360,Microsoft,Skullgirls,6.8,2012-04-11,2012,4
X360,Microsoft,Prototype 2,7.0,2012-04-24,2012,4
X360,Microsoft,The Splatters,8.8,2012-04-11,2012,4
X360,Microsoft,UEFA Euro 2012,2.8,2012-04-24,2012,4
X360,Microsoft,World Gone Sour,7.4,2012-04-11,2012,4
X360,Microsoft,Diabolical Pitch,6.5,2012-04-04,2012,4
X360,Microsoft,Kinect Star Wars,3.6,2012-04-03,2012,4
X360,Microsoft,Deep Black: Episode 1,5.4,2012-04-25,2012,4
X360,Microsoft,Bloodforge,7.3,2012-04-25,2012,4
PC,PC,The Walking Dead: A Telltale Games Series,8.7,2012-04-24,2012,4
PC,PC,Tribes: Ascend,7.8,2012-04-12,2012,4
PC,PC,Out of the Park Baseball 13,8.0,2012-04-09,2012,4
PC,PC,Superbrothers: Sword & Sworcery EP,6.4,2012-04-16,2012,4
PC,PC,Legend of Grimrock,8.1,2012-04-11,2012,4
PC,PC,The Walking Dead: Episode 1 - A New Day,8.4,2012-04-24,2012,4
PC,PC,Botanicula,8.4,2012-04-19,2012,4
PC,PC,Lone Survivor,7.3,2012-04-23,2012,4
PC,PC,Super Monday Night Combat,3.7,2012-04-19,2012,4
PC,PC,Blacklight: Retribution,7.6,2012-04-03,2012,4
PC,PC,Risen 2: Dark Waters,5.7,2012-04-24,2012,4
PC,PC,Binary Domain,7.7,2012-04-27,2012,4
PC,PC,Sniper Elite V2,6.7,2012-04-30,2012,4
PC,PC,Naval War: Arctic Circle,5.8,2012-04-10,2012,4
PC,PC,UEFA Euro 2012,2.9,2012-04-24,2012,4
PC,PC,Men of War: Condemned Heroes,6.3,2012-04-12,2012,4
PC,PC,A Valley Without Wind,6.8,2012-04-24,2012,4
PC,PC,Confrontation,5.2,2012-04-04,2012,4
PC,PC,Deep Black: Reloaded,4.1,2012-04-18,2012,4
3DS,Nintendo,Colors! 3D,7.8,2012-04-05,2012,4
3DS,Nintendo,Ketzal's Corridors,7.6,2012-04-12,2012,4
3DS,Nintendo,Shifting World,6.7,2012-04-24,2012,4
3DS,Nintendo,Spirit Camera: The Cursed Memoir,6.0,2012-04-13,2012,4
3DS,Nintendo,Block Factory,5.3,2012-04-26,2012,4
VITA,Sony,Disgaea 3: Absence of Detention,7.6,2012-04-17,2012,4
WII,Nintendo,Xenoblade Chronicles,9.2,2012-04-06,2012,4
PS3,Sony,Max Payne 3,7.8,2012-05-15,2012,5
PS3,Sony,Tom Clancy's Ghost Recon: Future Soldier,6.9,2012-05-22,2012,5
PS3,Sony,Dragon's Dogma,8.3,2012-05-22,2012,5
PS3,Sony,Starhawk,7.8,2012-05-08,2012,5
PS3,Sony,Awesomenauts,7.5,2012-05-01,2012,5
PS3,Sony,Mad Riders,5.7,2012-05-29,2012,5
PS3,Sony,Sorcery,7.3,2012-05-22,2012,5
PS3,Sony,Sniper Elite V2,6.9,2012-05-02,2012,5
PS3,Sony,Rock of Ages,6.6,2012-05-15,2012,5
PS3,Sony,Atelier Meruru: The Apprentice of Arland,6.8,2012-05-29,2012,5
PS3,Sony,PixelJunk 4am,6.4,2012-05-15,2012,5
PS3,Sony,Sonic the Hedgehog 4: Episode II,6.5,2012-05-15,2012,5
PS3,Sony,Datura,5.6,2012-05-08,2012,5
PS3,Sony,Game of Thrones,5.5,2012-05-15,2012,5
PS3,Sony,Battleship,2.7,2012-05-15,2012,5
PS3,Sony,Doctor Who: The Eternity Clock,6.3,2012-05-22,2012,5
X360,Microsoft,Max Payne 3,7.8,2012-05-15,2012,5
X360,Microsoft,Minecraft: Xbox 360 Edition,7.2,2012-05-09,2012,5
X360,Microsoft,Hitman: Sniper Challenge,7.7,2012-05-15,2012,5
X360,Microsoft,Tom Clancy's Ghost Recon: Future Soldier,7.3,2012-05-22,2012,5
X360,Microsoft,Awesomenauts,7.7,2012-05-02,2012,5
X360,Microsoft,Dragon's Dogma,7.9,2012-05-22,2012,5
X360,Microsoft,Akai Katana,8.0,2012-05-15,2012,5
X360,Microsoft,Batman: Arkham City - Harley Quinn's Revenge,6.7,2012-05-29,2012,5
X360,Microsoft,Sniper Elite V2,6.7,2012-05-02,2012,5
X360,Microsoft,Joy Ride Turbo,7.9,2012-05-23,2012,5
X360,Microsoft,Mad Riders,7.1,2012-05-30,2012,5
X360,Microsoft,Sonic the Hedgehog 4: Episode II,6.7,2012-05-16,2012,5
X360,Microsoft,Fable Heroes,4.7,2012-05-02,2012,5
X360,Microsoft,Game of Thrones,5.1,2012-05-15,2012,5
X360,Microsoft,Dragon's Lair,5.5,2012-05-18,2012,5
X360,Microsoft,Battleship,1.7,2012-05-15,2012,5
PC,PC,Diablo III,4.1,2012-05-15,2012,5
PC,PC,Max Payne 3,7.7,2012-05-31,2012,5
PC,PC,Street Fighter X Tekken,6.3,2012-05-11,2012,5
PC,PC,TERA,6.9,2012-05-01,2012,5
PC,PC,Ys Origin,8.4,2012-05-31,2012,5
PC,PC,Alan Wake's American Nightmare,6.7,2012-05-22,2012,5
PC,PC,The Journey Down: Chapter One,7.5,2012-05-18,2012,5
PC,PC,DiRT Showdown,5.7,2012-05-23,2012,5
PC,PC,Warlock: Master of the Arcane,7.9,2012-05-08,2012,5
PC,PC,Gratuitous Tank Battles,6.7,2012-05-17,2012,5
PC,PC,Megabyte Punch,7.4,2012-05-14,2012,5
PC,PC,Gas Guzzlers: Combat Carnage,7.5,2012-05-18,2012,5
PC,PC,Game of Thrones,6.5,2012-05-15,2012,5
PC,PC,Iron Front: Liberation 1944,6.7,2012-05-25,2012,5
PC,PC,Port Royale 3: Pirates and Merchants,5.6,2012-05-04,2012,5
PC,PC,Resident Evil: Operation Raccoon City,3.9,2012-05-18,2012,5
PC,PC,Orion: Dino Horde,5.7,2012-05-04,2012,5
3DS,Nintendo,Mario Tennis Open,6.9,2012-05-20,2012,5
3DS,Nintendo,Bird Mania 3D,6.4,2012-05-03,2012,5
VITA,Sony,Mortal Kombat,7.9,2012-05-01,2012,5
VITA,Sony,Resistance: Burning Skies,6.9,2012-05-29,2012,5
VITA,Sony,Table Top Tanks,5.3,2012-05-22,2012,5
PSP,Sony,Velocity,7.6,2012-05-01,2012,5
PS3,Sony,The Walking Dead: Episode 2 - Starved for Help,8.4,2012-06-29,2012,6
PS3,Sony,Virtua Fighter 5: Final Showdown,6.2,2012-06-05,2012,6
PS3,Sony,LEGO Batman 2: DC Super Heroes,7.6,2012-06-19,2012,6
PS3,Sony,Spec Ops: The Line,8.1,2012-06-26,2012,6
PS3,Sony,DiRT Showdown,6.4,2012-06-12,2012,6
PS3,Sony,The Amazing Spider-Man,7.4,2012-06-26,2012,6
PS3,Sony,Brave: The Video Game,6.7,2012-06-19,2012,6
PS3,Sony,Resident Evil: Chronicles HD Collection,7.6,2012-06-26,2012,6
PS3,Sony,Lollipop Chainsaw,7.2,2012-06-12,2012,6
PS3,Sony,London 2012 - The Official Video Game of the Olympic Games,6.3,2012-06-26,2012,6
PS3,Sony,Jeremy McGrath's Offroad,7.2,2012-06-26,2012,6
PS3,Sony,Inversion,5.4,2012-06-05,2012,6
X360,Microsoft,Pinball FX 2: Marvel Pinball - Avengers Chronicles,7.5,2012-06-20,2012,6
X360,Microsoft,The Walking Dead: Episode 2 - Starved for Help,8.6,2012-06-27,2012,6
X360,Microsoft,Virtua Fighter 5 Final Showdown,7.9,2012-06-06,2012,6
X360,Microsoft,Magic: The Gathering - Duels of the Planeswalkers 2013,7.1,2012-06-20,2012,6
X360,Microsoft,LEGO Batman 2: DC Super Heroes,7.2,2012-06-19,2012,6
X360,Microsoft,Spec Ops: The Line,8.3,2012-06-26,2012,6
X360,Microsoft,DiRT Showdown,6.5,2012-06-12,2012,6
X360,Microsoft,The Elder Scrolls V: Skyrim - Dawnguard,7.2,2012-06-26,2012,6
X360,Microsoft,Battlefield 3: Close Quarters,5.5,2012-06-26,2012,6
X360,Microsoft,Lollipop Chainsaw,7.0,2012-06-12,2012,6
X360,Microsoft,The Amazing Spider-Man,7.4,2012-06-26,2012,6
X360,Microsoft,Mini Ninjas Adventures,8.0,2012-06-29,2012,6
X360,Microsoft,Brave: The Video Game,6.0,2012-06-19,2012,6
X360,Microsoft,London 2012 - The Official Video Game of the Olympic Games,6.4,2012-06-26,2012,6
X360,Microsoft,Jeremy McGrath's Offroad,5.7,2012-06-27,2012,6
X360,Microsoft,Bang Bang Racing,5.5,2012-06-06,2012,6
X360,Microsoft,Inversion,6.5,2012-06-05,2012,6
X360,Microsoft,Babel Rising,3.4,2012-06-13,2012,6
X360,Microsoft,Madagascar 3: The Video Game,4.9,2012-06-05,2012,6
X360,Microsoft,Steel Battalion: Heavy Armor,2.5,2012-06-19,2012,6
PC,PC,The Walking Dead: Episode 2 - Starved for Help,8.6,2012-06-29,2012,6
PC,PC,Sins of a Solar Empire: Rebellion,7.8,2012-06-12,2012,6
PC,PC,Sid Meier's Civilization V: Gods & Kings,7.7,2012-06-18,2012,6
PC,PC,Thomas Was Alone,8.1,2012-06-30,2012,6
PC,PC,Quantum Conundrum,7.3,2012-06-21,2012,6
PC,PC,Penny Arcade Adventures: Episode Three,7.3,2012-06-25,2012,6
PC,PC,Magic: The Gathering - Duels of the Planeswalkers 2013,6.9,2012-06-20,2012,6
PC,PC,Resonance,7.7,2012-06-19,2012,6
PC,PC,Spec Ops: The Line,8.2,2012-06-25,2012,6
PC,PC,Tiny & Big: Grandpa's Leftovers,7.4,2012-06-19,2012,6
PC,PC,The Dark Eye: Chains of Satinav,7.7,2012-06-22,2012,6
PC,PC,Battlefield 3: Close Quarters,6.9,2012-06-26,2012,6
PC,PC,Tom Clancy's Ghost Recon: Future Soldier,5.0,2012-06-26,2012,6
PC,PC,Home,6.0,2012-06-01,2012,6
PC,PC,Pro Cycling Manager Season 2012: Le Tour de France,7.3,2012-06-22,2012,6
PC,PC,SpellForce 2: Faith in Destiny,6.0,2012-06-19,2012,6
PC,PC,Gemini Wars,6.5,2012-06-08,2012,6
PC,PC,Krater,7.1,2012-06-12,2012,6
PC,PC,Hoodwink,2.8,2012-06-28,2012,6
3DS,Nintendo,Art of Balance Touch!,7.5,2012-06-07,2012,6
3DS,Nintendo,Kingdom Hearts 3D: Dream Drop Distance,8.5,2012-06-05,2012,6
3DS,Nintendo,Marvel Pinball 3D,7.7,2012-06-28,2012,6
3DS,Nintendo,Order Up!!,6.5,2012-06-21,2012,6
3DS,Nintendo,The Amazing Spider-Man,5.3,2012-06-26,2012,6
VITA,Sony,Gravity Rush,8.6,2012-06-12,2012,6
VITA,Sony,Metal Gear Solid HD Collection,8.4,2012-06-12,2012,6
VITA,Sony,LEGO Batman 2: DC Super Heroes,6.7,2012-06-19,2012,6
WII,Nintendo,Project Zero 2: Wii Edition,8.8,2012-06-29,2012,6
DS,Nintendo,Pokemon Conquest,8.4,2012-06-18,2012,6
PSP,Sony,Gungnir,7.5,2012-06-12,2012,6
PSP,Sony,Unchained Blades,7.5,2012-06-26,2012,6
PS3,Sony,Dyad,5.9,2012-07-17,2012,7
PS3,Sony,Quantum Conundrum,7.1,2012-07-10,2012,7
PS3,Sony,NCAA Football 13,4.1,2012-07-10,2012,7
PS3,Sony,Rainbow Moon,6.9,2012-07-10,2012,7
PS3,Sony,Malicious,5.6,2012-07-24,2012,7
PS3,Sony,Test Drive: Ferrari Racing Legends,4.8,2012-07-03,2012,7
PS3,Sony,Dungeon Twister,4.3,2012-07-03,2012,7
PS3,Sony,Risen 2: Dark Waters,4.5,2012-07-31,2012,7
PS3,Sony,The Expendables 2 Videogame,3.9,2012-07-31,2012,7
X360,Microsoft,Spelunky,7.3,2012-07-04,2012,7
X360,Microsoft,NCAA Football 13,5.5,2012-07-10,2012,7
X360,Microsoft,Quantum Conundrum,6.4,2012-07-11,2012,7
X360,Microsoft,Zuma's Revenge!,6.9,2012-07-11,2012,7
X360,Microsoft,Wreckateer,5.5,2012-07-25,2012,7
X360,Microsoft,Tony Hawk's Pro Skater HD,5.6,2012-07-18,2012,7
X360,Microsoft,Test Drive: Ferrari Racing Legends,5.3,2012-07-03,2012,7
X360,Microsoft,Risen 2: Dark Waters,6.1,2012-07-31,2012,7
X360,Microsoft,Dungeon Fighter Live: Fall of Hendon Myre,7.5,2012-07-13,2012,7
X360,Microsoft,Bellator: MMA Onslaught,6.4,2012-07-04,2012,7
X360,Microsoft,Ice Age: Continental Drift - Arctic Games,5.9,2012-07-10,2012,7
PC,PC,Orcs Must Die! 2,7.9,2012-07-30,2012,7
PC,PC,La-Mulana Remake,7.2,2012-07-13,2012,7
PC,PC,Endless Space,7.3,2012-07-04,2012,7
PC,PC,Prototype 2,6.4,2012-07-24,2012,7
PC,PC,The Secret World,8.3,2012-07-03,2012,7
PC,PC,TRI,7.5,2012-07-08,2012,7
PC,PC,Anna,5.1,2012-07-11,2012,7
PC,PC,The Political Machine 2012,6.7,2012-07-31,2012,7
PC,PC,7554,4.8,2012-07-20,2012,7
3DS,Nintendo,Theatrhythm Final Fantasy,7.8,2012-07-03,2012,7
3DS,Nintendo,Rhythm Thief & the Emperor's Treasure,8.0,2012-07-10,2012,7
3DS,Nintendo,Heroes of Ruin,7.3,2012-07-17,2012,7
3DS,Nintendo,Planet Crashers 3DSWare,4.5,2012-07-26,2012,7
3DS,Nintendo,One Piece: Unlimited Cruise SP 2,7.3,2012-07-27,2012,7
3DS,Nintendo,Johnny Kung Fu,4.9,2012-07-12,2012,7
VITA,Sony,Puddle,5.5,2012-07-24,2012,7
